space_id,dataset_id,subject_id,freq,data_time,series_tag,open,high,low,close,volume,quote_volume,funding_rate
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T02:00:00Z,venue:binance,8.31,8.31,8.264,8.273,198385.08,1643130.25034,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T03:00:00Z,venue:binance,8.273,8.334,8.264,8.317,366080.03,3035940.59105,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T04:00:00Z,venue:binance,8.317,8.357,8.309,8.326,339454.54,2830202.4388200003,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T05:00:00Z,venue:binance,8.327,8.384,8.311,8.381,190342.67,1586790.7748,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T06:00:00Z,venue:binance,8.38,8.407,8.359,8.359,415365.36,3483977.31246,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T07:00:00Z,venue:binance,8.36,8.364,8.306,8.329,287131.26,2392866.2909,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T08:00:00Z,venue:binance,8.33,8.396,8.325,8.376,488305.19,4082980.72209,0.0001
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T09:00:00Z,venue:binance,8.376,8.435,8.362,8.366,425923.42,3576461.2431300003,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T10:00:00Z,venue:binance,8.366,8.381,8.326,8.33,505033.26,4217662.60526,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T11:00:00Z,venue:binance,8.329,8.428,8.325,8.42,486346.85,4072915.623,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T12:00:00Z,venue:binance,8.42,8.573,8.397,8.573,1174927.24,9952085.12093,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T13:00:00Z,venue:binance,8.572,8.632,8.48,8.506,1215613.0,10418455.78464,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T14:00:00Z,venue:binance,8.507,8.556,8.485,8.554,692119.7,5902924.10051,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T15:00:00Z,venue:binance,8.554,8.612,8.537,8.549,515454.04,4416479.79651,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T16:00:00Z,venue:binance,8.55,8.556,8.42,8.475,913862.97,7749761.62364,0.0001
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T17:00:00Z,venue:binance,8.475,8.565,8.473,8.542,479275.42,4081721.77247,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T18:00:00Z,venue:binance,8.541,8.56,8.488,8.5,269928.68,2303302.5849,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T19:00:00Z,venue:binance,8.5,8.526,8.482,8.499,222311.66,1890931.3577,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T20:00:00Z,venue:binance,8.5,8.535,8.484,8.509,187158.87,1593060.49553,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T21:00:00Z,venue:binance,8.509,8.539,8.497,8.536,201305.94,1715142.90332,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T22:00:00Z,venue:binance,8.536,8.58,8.517,8.544,375395.49,3210304.75191,
crypto_market,perpetual_kline_1h,LINK-USDT,1H,2026-07-15T23:00:00Z,venue:binance,8.544,8.563,8.514,8.535,193276.65,1650428.5624,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T00:00:00Z,venue:binance,77.83,77.88,77.43,77.64,416541.08,32341063.1485,1.428e-05
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T01:00:00Z,venue:binance,77.63,77.79,77.22,77.4,668342.67,51777773.036,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T02:00:00Z,venue:binance,77.4,77.55,76.98,77.26,950369.57,73358655.8998,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T03:00:00Z,venue:binance,77.27,77.86,77.17,77.73,458729.67,35570799.3294,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T04:00:00Z,venue:binance,77.73,78.15,77.49,77.97,640637.02,49889009.8026,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T05:00:00Z,venue:binance,77.97,78.33,77.61,78.23,747140.25,58238685.4055,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T06:00:00Z,venue:binance,78.22,78.68,77.9,77.9,1511031.23,118345860.7478,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T07:00:00Z,venue:binance,77.9,77.97,77.36,77.36,692366.73,53773044.8342,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T08:00:00Z,venue:binance,77.37,77.58,77.2,77.53,619833.97,47979452.3613,2.48e-05
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T09:00:00Z,venue:binance,77.53,77.87,77.39,77.43,373204.69,28977607.7743,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T10:00:00Z,venue:binance,77.44,77.68,77.16,77.33,526463.66,40721197.4394,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T11:00:00Z,venue:binance,77.33,77.48,77.29,77.48,222192.41,17197509.7412,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T12:00:00Z,venue:binance,77.48,78.28,77.21,78.25,1213062.52,94349283.3731,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T13:00:00Z,venue:binance,78.25,79.01,77.64,78.05,2529896.42,198573427.3254,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T14:00:00Z,venue:binance,78.06,78.34,77.73,78.17,1121976.37,87568909.5905,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T15:00:00Z,venue:binance,78.18,78.22,77.7,78.03,896172.12,69927377.6927,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T16:00:00Z,venue:binance,78.03,78.09,77.02,77.59,1217367.85,94309018.5637,-6.87e-06
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T17:00:00Z,venue:binance,77.59,78.0,77.45,77.78,588945.44,45769561.4413,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T18:00:00Z,venue:binance,77.77,78.04,77.46,77.55,489129.25,38060622.2794,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T19:00:00Z,venue:binance,77.55,77.66,76.86,77.14,729398.79,56309516.0016,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T20:00:00Z,venue:binance,77.14,77.5,77.06,77.35,334502.91,25860876.549,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T21:00:00Z,venue:binance,77.34,77.49,77.19,77.39,192463.74,14882989.6827,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T22:00:00Z,venue:binance,77.38,77.7,77.25,77.47,363283.53,28159246.7102,
crypto_market,perpetual_kline_1h,SOL-USDT,1H,2026-07-15T23:00:00Z,venue:binance,77.47,77.58,77.16,77.23,315773.84,24420856.7318,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T00:00:00Z,venue:binance,1.1112,1.1118,1.1062,1.1079,12660774.4,14036301.96309,7.03e-05
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T01:00:00Z,venue:binance,1.1078,1.1081,1.1018,1.103,15332092.1,16941375.77926,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T02:00:00Z,venue:binance,1.1029,1.1038,1.0985,1.099,12185280.6,13407643.94163,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T03:00:00Z,venue:binance,1.099,1.1048,1.0989,1.1038,11146599.0,12280495.0498,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T04:00:00Z,venue:binance,1.1038,1.1061,1.1008,1.1028,9885927.2,10912283.87269,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T05:00:00Z,venue:binance,1.1028,1.1065,1.0992,1.1061,9189884.4,10128320.07224,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T06:00:00Z,venue:binance,1.1061,1.1133,1.1052,1.1069,28815731.8,31981586.64386,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T07:00:00Z,venue:binance,1.1069,1.1075,1.1012,1.1033,11219196.5,12390913.34725,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T08:00:00Z,venue:binance,1.1034,1.1088,1.1025,1.1074,12602673.9,13935832.89568,8.462e-05
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T09:00:00Z,venue:binance,1.1074,1.1121,1.1072,1.1085,11326092.3,12568544.4147,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T10:00:00Z,venue:binance,1.1084,1.1098,1.1056,1.1079,9035327.1,10011460.77631,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T11:00:00Z,venue:binance,1.1079,1.109,1.1064,1.1078,11110567.7,12307655.53615,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T12:00:00Z,venue:binance,1.1078,1.1213,1.1049,1.1205,29541176.5,32895018.69553,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T13:00:00Z,venue:binance,1.1204,1.1288,1.1171,1.1212,55973321.5,62875907.01574,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T14:00:00Z,venue:binance,1.1213,1.1297,1.1177,1.1251,28950084.0,32550944.20536,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T15:00:00Z,venue:binance,1.125,1.1282,1.12,1.1256,19078964.8,21456508.76114,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T16:00:00Z,venue:binance,1.1256,1.1266,1.1071,1.1133,37437995.7,41753074.48554,2.785e-05
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T17:00:00Z,venue:binance,1.1133,1.119,1.1107,1.1169,18765021.8,20924999.9859,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T18:00:00Z,venue:binance,1.1168,1.1209,1.1111,1.112,14161250.4,15815294.45733,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T19:00:00Z,venue:binance,1.1119,1.1143,1.1085,1.1094,13780790.2,15311904.06431,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T20:00:00Z,venue:binance,1.1094,1.1135,1.1077,1.1107,7069638.2,7853817.46524,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T21:00:00Z,venue:binance,1.1107,1.1155,1.1099,1.1149,10056069.1,11193807.38386,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T22:00:00Z,venue:binance,1.1149,1.1182,1.114,1.1155,8398526.5,9373718.31297,
crypto_market,perpetual_kline_1h,XRP-USDT,1H,2026-07-15T23:00:00Z,venue:binance,1.1155,1.1164,1.1116,1.1126,6866346.600000001,7645639.7172,
