space_id,dataset_id,subject_id,freq,data_time,series_tag,open,high,low,close,volume,amount
stock_cn,stock_cn_kline,sh603559,1H,2026-07-16T10:30:00+08:00,,8.19,8.34,7.86,8.13,4571700.0,36857136.0
stock_cn,stock_cn_kline,sh603559,1H,2026-07-16T11:30:00+08:00,,8.12,8.15,7.99,8.14,1175800.0,9473836.0
stock_cn,stock_cn_kline,sh603559,1H,2026-07-16T14:00:00+08:00,,8.14,8.17,8.01,8.06,1211300.0,9771776.0
stock_cn,stock_cn_kline,sh603559,1H,2026-07-16T15:00:00+08:00,,8.07,8.12,8.0,8.06,1923900.0,15466536.0
stock_cn,stock_cn_kline,sh603685,1H,2026-07-16T10:30:00+08:00,,27.18,27.48,26.7,27.14,485700.0,13122573.0
stock_cn,stock_cn_kline,sh603685,1H,2026-07-16T11:30:00+08:00,,27.14,27.36,26.88,27.29,335000.0,9071611.0
stock_cn,stock_cn_kline,sh603685,1H,2026-07-16T14:00:00+08:00,,27.3,27.39,26.79,26.87,309800.0,8359599.0
stock_cn,stock_cn_kline,sh603685,1H,2026-07-16T15:00:00+08:00,,26.88,27.09,26.79,26.9,321262.0,8626676.0
stock_cn,stock_cn_kline,sh603955,1H,2026-07-16T10:30:00+08:00,,18.17,18.37,17.68,18.37,718800.0,12985174.0
stock_cn,stock_cn_kline,sh603955,1H,2026-07-16T11:30:00+08:00,,18.36,18.36,18.11,18.23,339900.0,6182804.0
stock_cn,stock_cn_kline,sh603955,1H,2026-07-16T14:00:00+08:00,,18.21,18.44,18.16,18.41,322200.0,5902138.0
stock_cn,stock_cn_kline,sh603955,1H,2026-07-16T15:00:00+08:00,,18.39,18.48,18.28,18.37,346500.0,6369440.0
stock_cn,stock_cn_kline,sh605151,1H,2026-07-16T10:30:00+08:00,,17.97,18.48,17.92,18.43,616300.0,11232016.0
stock_cn,stock_cn_kline,sh605151,1H,2026-07-16T11:30:00+08:00,,18.43,18.43,18.26,18.38,253000.0,4644378.0
stock_cn,stock_cn_kline,sh605151,1H,2026-07-16T14:00:00+08:00,,18.38,18.38,18.06,18.12,209900.0,3814949.0
stock_cn,stock_cn_kline,sh605151,1H,2026-07-16T15:00:00+08:00,,18.14,18.19,17.98,18.1,303400.0,5486124.0
stock_cn,stock_cn_kline,sh605599,1H,2026-07-16T10:30:00+08:00,,14.65,14.78,14.46,14.59,2257900.0,32936444.0
stock_cn,stock_cn_kline,sh605599,1H,2026-07-16T11:30:00+08:00,,14.59,14.79,14.59,14.62,1006900.0,14785778.0
stock_cn,stock_cn_kline,sh605599,1H,2026-07-16T14:00:00+08:00,,14.62,14.67,14.57,14.59,765000.0,11185743.0
stock_cn,stock_cn_kline,sh605599,1H,2026-07-16T15:00:00+08:00,,14.59,14.65,14.49,14.65,1421700.0,20695982.0
stock_cn,stock_cn_kline,sh688001,1H,2026-07-16T10:30:00+08:00,,62.5,64.74,60.0,62.29,5480215.0,342415910.0
stock_cn,stock_cn_kline,sh688001,1H,2026-07-16T11:30:00+08:00,,62.29,62.9,61.26,61.59,1318378.0,81631950.0
stock_cn,stock_cn_kline,sh688001,1H,2026-07-16T14:00:00+08:00,,61.59,63.37,61.18,61.56,1833639.0,113623570.0
stock_cn,stock_cn_kline,sh688001,1H,2026-07-16T15:00:00+08:00,,61.57,61.84,60.21,60.82,2000995.0,121732890.0
stock_cn,stock_cn_kline,sh688036,1H,2026-07-16T10:30:00+08:00,,62.0,68.51,61.41,66.76,19136877.0,1266299190.0
stock_cn,stock_cn_kline,sh688036,1H,2026-07-16T11:30:00+08:00,,66.68,67.25,65.04,65.49,5791882.0,382714410.0
stock_cn,stock_cn_kline,sh688036,1H,2026-07-16T14:00:00+08:00,,65.4,66.0,64.98,65.89,4291215.0,281565400.0
stock_cn,stock_cn_kline,sh688036,1H,2026-07-16T15:00:00+08:00,,65.89,65.94,65.33,65.43,4271553.0,280294700.0
stock_cn,stock_cn_kline,sh688076,1H,2026-07-16T10:30:00+08:00,,29.11,29.31,28.45,29.28,1098961.0,31678664.0
stock_cn,stock_cn_kline,sh688076,1H,2026-07-16T11:30:00+08:00,,29.28,29.45,28.9,29.3,657274.0,19158076.0
stock_cn,stock_cn_kline,sh688076,1H,2026-07-16T14:00:00+08:00,,29.3,29.66,29.18,29.35,918799.0,27042223.0
stock_cn,stock_cn_kline,sh688076,1H,2026-07-16T15:00:00+08:00,,29.34,29.44,29.08,29.22,588979.0,17193360.0
stock_cn,stock_cn_kline,sh688110,1H,2026-07-16T10:30:00+08:00,,143.83,147.78,141.43,144.23,6965592.0,1007459080.0
stock_cn,stock_cn_kline,sh688110,1H,2026-07-16T11:30:00+08:00,,144.12,146.39,140.11,143.14,2837441.0,407431420.0
stock_cn,stock_cn_kline,sh688110,1H,2026-07-16T14:00:00+08:00,,143.2,143.2,137.89,138.45,4241321.0,593188700.0
stock_cn,stock_cn_kline,sh688110,1H,2026-07-16T15:00:00+08:00,,138.47,139.83,135.1,136.5,4774281.0,654482400.0
stock_cn,stock_cn_kline,sh688150,1H,2026-07-16T10:30:00+08:00,,48.87,51.42,47.85,50.77,3343641.0,166923020.0
stock_cn,stock_cn_kline,sh688150,1H,2026-07-16T11:30:00+08:00,,50.87,51.2,49.82,50.8,1670352.0,84520270.0
stock_cn,stock_cn_kline,sh688150,1H,2026-07-16T14:00:00+08:00,,50.68,50.76,49.35,49.68,1219892.0,60935840.0
stock_cn,stock_cn_kline,sh688150,1H,2026-07-16T15:00:00+08:00,,49.68,50.11,48.68,49.03,1355133.0,66712200.0
stock_cn,stock_cn_kline,sh688185,1H,2026-07-16T10:30:00+08:00,,52.4,53.39,51.42,53.33,1338167.0,70151962.0
stock_cn,stock_cn_kline,sh688185,1H,2026-07-16T11:30:00+08:00,,53.33,53.68,52.8,53.4,489398.0,26105695.0
stock_cn,stock_cn_kline,sh688185,1H,2026-07-16T14:00:00+08:00,,53.38,53.79,53.0,53.51,457915.0,24499015.0
stock_cn,stock_cn_kline,sh688185,1H,2026-07-16T15:00:00+08:00,,53.5,53.5,52.79,52.95,495393.0,26275398.0
stock_cn,stock_cn_kline,sh688220,1H,2026-07-16T10:30:00+08:00,,122.47,133.5,117.5,118.17,13838195.0,1734996800.0
stock_cn,stock_cn_kline,sh688220,1H,2026-07-16T11:30:00+08:00,,118.09,122.4,116.0,116.63,4252054.0,504794700.0
stock_cn,stock_cn_kline,sh688220,1H,2026-07-16T14:00:00+08:00,,116.7,117.76,113.0,114.5,3021496.0,347731000.0
stock_cn,stock_cn_kline,sh688220,1H,2026-07-16T15:00:00+08:00,,114.52,115.31,111.5,113.69,3776482.0,426866900.0
stock_cn,stock_cn_kline,sh688261,1H,2026-07-16T10:30:00+08:00,,78.17,81.5,77.9,79.08,2845259.0,226542860.0
stock_cn,stock_cn_kline,sh688261,1H,2026-07-16T11:30:00+08:00,,79.09,79.88,77.01,77.82,1193217.0,93426540.0
stock_cn,stock_cn_kline,sh688261,1H,2026-07-16T14:00:00+08:00,,77.82,77.82,75.0,75.51,1536461.0,117123550.0
stock_cn,stock_cn_kline,sh688261,1H,2026-07-16T15:00:00+08:00,,75.51,75.81,73.37,74.01,1788854.0,133109690.0
stock_cn,stock_cn_kline,sh688299,1H,2026-07-16T10:30:00+08:00,,13.14,13.41,12.89,13.34,2289435.0,30051894.0
stock_cn,stock_cn_kline,sh688299,1H,2026-07-16T11:30:00+08:00,,13.33,13.44,13.22,13.32,866940.0,11540695.0
stock_cn,stock_cn_kline,sh688299,1H,2026-07-16T14:00:00+08:00,,13.32,13.33,13.03,13.07,860195.0,11302322.0
